text,intent,language
How much wood would a woodchuck chuck if a woodchuck could chuck wood?,No Intent,unknown
Wie sieht es gerade mit der Uhrzeit aus?,get_time,de
"Могли бы вы проверить время для меня, пожалуйста?",get_time,ru
58658303876673266,No Intent,unknown
22111288993722173,No Intent,unknown
87794623625494208,No Intent,unknown
What might the time be at the moment?,get_time,en
"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.",No Intent,unknown
How much wood would a woodchuck chuck if a woodchuck could chuck wood?,No Intent,unknown
What's the date as per your calendar today?,get_date,en
6w5xG9poo4MAe2Nj7DeGokJvfxu5GOItgAdpHm2a,No Intent,unknown
She sells seashells by the seashore.,No Intent,unknown
unknown:Hallo!,greet,unknown
How much wood would a woodchuck chuck if a woodchuck could chuck wood?,No Intent,unknown
unknown:Greetings!,greet,unknown
0IMepNCpbS58hqZqFw5iOmkcrrs40,No Intent,unknown
How much wood would a woodchuck chuck if a woodchuck could chuck wood?,No Intent,unknown
unknown:Могу я спросить сегодняшнюю дату?,get_date,unknown
"Haben Sie eine Ahnung, welches Datum heute ist?",get_date,de
5960107526830423404,No Intent,unknown
Mind letting me know what the date is today?,get_date,en
The quick brown fox jumps over the lazy dog.,No Intent,unknown
"Привет, приятно вас встретить!",greet,ru
Können Sie mir bitte das heutige Datum offenlegen?,get_date,de
"Lorem ipsum dolor sit amet, consectetur adipiscing elit.",No Intent,unknown
"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.",No Intent,unknown
Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.,No Intent,unknown
7295185456110,No Intent,unknown
o3AE5sede5NH9thS44SqvGQfspSmuAMwZ,No Intent,unknown
Would you mind letting me know the time?,get_time,en
How are you doing today?,greet,en
JtdeyGEE6x7aKy28d2y14f3oCE3Dl,No Intent,unknown
"Entschuldigung, haben Sie die Uhrzeit?",get_time,de
Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.,No Intent,unknown
Catch you later!,goodbye,en
22111288993722173,No Intent,unknown
Bleib sicher!,goodbye,de
QbnBjy4hZwOUuEoYgrWK,No Intent,unknown
Hey!,greet,en
The quick brown fox jumps over the lazy dog.,No Intent,unknown
Прощай!,goodbye,ru
Wie geht es dir?,greet,de
"Hey, nice to run into you!",greet,en
"Hey, nice to run into you!",greet,en
SZYSTtCRS6uB8BOZRI1wOULXYXhAmzdKZjGrzAcaitEYgI7k6cDEjRgbitztqyygrJReFrPZ0wmxtEBOTXEOk,No Intent,unknown
"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.",No Intent,unknown
Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.,No Intent,unknown
Goodbye for now!,goodbye,en
4638567990306105819,No Intent,unknown
All work and no play makes Jack a dull boy.,No Intent,unknown
Сохраняйте веру!,goodbye,ru
Dhj7LdRTzvGIQcFMCaciMKVug5rK2iwoBU5MJWGyv45eN5RL8ByAzgqV3fpskL8itFR9xe4Zhp9LAR2BiqQCFpnBCQUIxJ,No Intent,unknown
601523035162845,No Intent,unknown
HCFPxsdKQaFX0skjV721L4pb8fO3ag6KYCuMIckciuP7e3b85JbIyocIvyiSyGgrzYIHAgJG,No Intent,unknown
What's the time looking like?,get_time,en
WMryFdhkb9ALn4ywvY5WfJS4eKWYqD6FFY24tqqvCnY3O,No Intent,unknown
"Hey, nice to run into you!",greet,en
unknown:Как у вас дела?,greet,unknown
"To be or not to be, that is the question.",No Intent,unknown
Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.,No Intent,unknown
"Не могли бы вы сообщить мне, какой сегодня день месяца?",get_date,ru
"Могли бы вы проверить время для меня, пожалуйста?",get_time,ru
All work and no play makes Jack a dull boy.,No Intent,unknown
"To be or not to be, that is the question.",No Intent,unknown
21680230889888,No Intent,unknown
How much wood would a woodchuck chuck if a woodchuck could chuck wood?,No Intent,unknown
Do you have the time handy?,get_time,en
3qtKidEMfte12bU46nrYXoJHwjPgd63IPHr84hOSwwLt0HdG20qFpmouY2ZHFvzKbBB16hoNlh5GduAO3gUAGFOkM60y,No Intent,unknown
She sells seashells by the seashore.,No Intent,unknown
"Schön, dich zu sehen!",greet,de
"Hi, how are you feeling?",greet,en
Any chance you know what time it is?,get_time,en
"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat.",No Intent,unknown
Который час по вашему времени?,get_time,ru
Can you reveal today's date to me?,get_date,en
Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.,No Intent,unknown
vI9OtdHrCqnNMtO1HMLI4CXZftBcP81Ka0uWfjrwbBSgY9Zf8ntBzH7UpvG2SGjrGlUdmoLwPsIwPzYyBUepfxFLnlbYIZhn,No Intent,unknown
How much wood would a woodchuck chuck if a woodchuck could chuck wood?,No Intent,unknown
The quick brown fox jumps over the lazy dog.,No Intent,unknown
Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.,No Intent,unknown
"Würden Sie so freundlich sein, mir die Uhrzeit mitzuteilen?",get_time,de
9052423247199,No Intent,unknown
wn7qElYzq4Rkqji9tv7rEyhUyk0mNwj,No Intent,unknown
Würden Sie mich bitte über das heutige Datum informieren?,get_date,de
Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.,No Intent,unknown
She sells seashells by the seashore.,No Intent,unknown
"Lorem ipsum dolor sit amet, consectetur adipiscing elit.",No Intent,unknown
unknown:Take it sleazy!,goodbye,unknown
8438127982329,No Intent,unknown
The quick brown fox jumps over the lazy dog.,No Intent,unknown
unknown:До свидания!,goodbye,unknown
Hab einen schönen Tag!,goodbye,de
Nimm es leicht!,goodbye,de
Können Sie etwas Licht auf das heutige Datum werfen?,get_date,de
How's everything?,greet,en
065100812226583,No Intent,unknown
Z6zQ4z6jutlNMZP9puuQip18tsTgXRKSI4hePWmAtyoNPimdtz3Oj7QhmmEys7Y7fItbCvvCnDJvqFXJTlfWnNtCia5LuqqdKTu,No Intent,unknown
Können Sie mir das heutige Datum sagen?,get_date,de
Could you please inform me of the time?,get_time,en
She sells seashells by the seashore.,No Intent,unknown
Каково текущее время по вашему времени?,get_time,ru
All work and no play makes Jack a dull boy.,No Intent,unknown
"Lorem ipsum dolor sit amet, consectetur adipiscing elit.",No Intent,unknown
Behalte den Glauben!,goodbye,de
Lovely to see you!,greet,en
Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.,No Intent,unknown
"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat.",No Intent,unknown
All the best!,goodbye,en
jjiuQgT45gWptWEL5Ltzj52hIhNd3d8fcb4Fv6kEoS78IFGeE30lrdtJBIC3pAQHexKaTgPfVphWfPqoet0eMDSWU9Htpfm,No Intent,unknown
"Привет, приятно познакомиться!",greet,ru
All work and no play makes Jack a dull boy.,No Intent,unknown
Wie geht es dir?,greet,de
s6zIUNEomiAMHMqb0gN2KK2mJL452kcgXMunzwj1Rd4e47kMeEEDewnU74RczwIfON4oQ1Tu,No Intent,unknown
unknown:Как у вас дела?,greet,unknown
unknown:Greetings!,greet,unknown
"Lorem ipsum dolor sit amet, consectetur adipiscing elit.",No Intent,unknown
The quick brown fox jumps over the lazy dog.,No Intent,unknown
Pass auf dich auf!,goodbye,de
q5T7NMV9nFOXg3JKkcaZGflC4BerUwz4elV8CcE9xvcDIHt4J8eQslPjwuzH5yofFDxz4vIA7eopE296gMmmvyfjdqki2V,No Intent,unknown
3089587136067,No Intent,unknown
Mind telling me the date for today?,get_date,en
The quick brown fox jumps over the lazy dog.,No Intent,unknown
Do you know what the date is today?,get_date,en
pxrp1gDuZTZJ97QhJOvqlMrLLHRbaOpVUUwk1vQG6FtJ65xAcOdZTQ1PMhaJnXZqybUF5S1oFQOcn3jLpn3hVuoNC,No Intent,unknown
Können Sie mir bitte die Uhrzeit mitteilen?,get_time,de
unknown:Prost!,goodbye,unknown
The quick brown fox jumps over the lazy dog.,No Intent,unknown
Hey!,greet,en
"Hey, wie geht es dir?",greet,de
08996479865976504,No Intent,unknown
How much wood would a woodchuck chuck if a woodchuck could chuck wood?,No Intent,unknown
All work and no play makes Jack a dull boy.,No Intent,unknown
gnOOhLWKCBL4vrfKicjtIqUwbZUpmL74c2uD7FVpNWzRzsvPI,No Intent,unknown
698237116874,No Intent,unknown
"Lorem ipsum dolor sit amet, consectetur adipiscing elit.",No Intent,unknown
"Könnten Sie mir bitte sagen, wie spät es ist?",get_time,de
All work and no play makes Jack a dull boy.,No Intent,unknown
"Можете ли вы рассказать мне, какая сегодня дата?",get_date,ru
Tschüssi!,goodbye,de
auYncsahcUcHWE4prgqHS6u4xH7RHEVMKI50LydzSiA4ncX7AOY3zyM02maxMux9YPwnypWEZ60z9eAsHVv,No Intent,unknown
All work and no play makes Jack a dull boy.,No Intent,unknown
She sells seashells by the seashore.,No Intent,unknown
Lebwohl!,goodbye,de
"Lorem ipsum dolor sit amet, consectetur adipiscing elit.",No Intent,unknown
2269835,No Intent,unknown
mIny0NQu2iMDjX0MUW7Aj4ptOXE77GNRWI9VuMKi9iYa9w7y1D6z0nx0TqZNApk1gUaV,No Intent,unknown
All the best!,goodbye,en
The quick brown fox jumps over the lazy dog.,No Intent,unknown
3089587136067,No Intent,unknown
Could you share today's date information with me?,get_date,en
Bleib in Kontakt!,goodbye,de
unknown:Cheers!,goodbye,unknown
Будь здоров!,goodbye,ru
How have you been?,greet,en
Could you do me a favor and check the time?,get_time,en
O1NPryJ827ScaGZZ50gTmGyXemFrjOlgKhsy17GHO97Ll8E2kff,No Intent,unknown
cGcVjDEwKSjh5btFT1RbzJilZ3hvwtFgyhp5UUx61oXLPi0ARddTQKI,No Intent,unknown
WX4jqbmHK0JHddtEV4gOdgwaWUw,No Intent,unknown
09035171586088227893,No Intent,unknown
JtdeyGEE6x7aKy28d2y14f3oCE3Dl,No Intent,unknown
She sells seashells by the seashore.,No Intent,unknown
059652826,No Intent,unknown
How much wood would a woodchuck chuck if a woodchuck could chuck wood?,No Intent,unknown
"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.",No Intent,unknown
Wie läuft's?,greet,de
Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.,No Intent,unknown
708248539656127189,No Intent,unknown
Bis zur Unendlichkeit und noch weiter!,goodbye,de
Would you be able to tell me the time right now?,get_time,en
How much wood would a woodchuck chuck if a woodchuck could chuck wood?,No Intent,unknown
87794623625494208,No Intent,unknown
eFc5pNcuXCNaS0f8vFI6SVoL1uvFzcy0QWoWT7MHm9Xi3yCB2LrUVuuHexI6VqQXZE,No Intent,unknown
How are you holding up?,greet,en
Tschüss für jetzt!,goodbye,de
Peace out!,goodbye,en
Можете ли вы проверить и подтвердить сегодняшнюю дату?,get_date,ru
Take care!,goodbye,en
Goodbye for now!,goodbye,en
Top of the morning to you!,greet,en
All work and no play makes Jack a dull boy.,No Intent,unknown
Was ist heute für ein Datum?,get_date,de
Wie könnte die Uhrzeit im Moment sein?,get_time,de
Haben Sie gerade die Uhrzeit parat?,get_time,de
Was ist heute für ein Datum?,get_date,de
gA9WB1KGb0o6ey8xcp6DRgtInsOboNsxD2h98FYAbCGpniNoBc6rRL544qFaEb0l,No Intent,unknown
Could you please inform me of the time?,get_time,en
До скорого!,goodbye,ru
What's the date according to your calendar today?,get_date,en
280409997712,No Intent,unknown
88322311569066655953,No Intent,unknown
Can you let me know what date it is today?,get_date,en
Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.,No Intent,unknown
"Can you share the time with me, please?",get_time,en
8qYPfhXlzKrPOfU9eNFbA8DqMNEGE0akrp7s5gv,No Intent,unknown
579225629249,No Intent,unknown
Können Sie mir bitte die Uhrzeit mitteilen?,get_time,de
62689,No Intent,unknown
The quick brown fox jumps over the lazy dog.,No Intent,unknown
"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat.",No Intent,unknown
Приветствую!,greet,ru
"Извините, вы не могли бы сказать мне текущее время?",get_time,ru
Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.,No Intent,unknown
lGNOKXLRDa0TViD55RuGL8DXmbQbDKyQuVyt67ZM,No Intent,unknown
"Hey, how's your week been?",greet,en
unknown:Hallo!,greet,unknown
Frieden und Liebe!,goodbye,de
Could you inform me of the current time?,get_time,en
How much wood would a woodchuck chuck if a woodchuck could chuck wood?,No Intent,unknown
9052423247199,No Intent,unknown
unknown:Howdy!,greet,unknown
tsc7LtKsi1SDgDW0Cgm79TstuohV50TbcHSkGR,No Intent,unknown
0437284,No Intent,unknown
582442299197430,No Intent,unknown
205840254462,No Intent,unknown
601523035162845,No Intent,unknown
Do you happen to know the time?,get_time,en
До скорого!,goodbye,ru
She sells seashells by the seashore.,No Intent,unknown
5819517,No Intent,unknown
"Würden Sie so freundlich sein, mir die Uhrzeit mitzuteilen?",get_time,de
4638567990306105819,No Intent,unknown
Wzc0uRMV38AoqN5Xy8KcJNlILcpKPBRTgIkQlaryAjhO0hTrAZuLu8rfiVh767dxhSYko6B,No Intent,unknown
JrwHNh4rpRr4B1wqTgiU6POR6jlCiVZNVcUqNN,No Intent,unknown
5960107526830423404,No Intent,unknown
Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.,No Intent,unknown
Würden Sie mir freundlicherweise die Uhrzeit mitteilen?,get_time,de
Catch you on the flip side!,goodbye,en
She sells seashells by the seashore.,No Intent,unknown
291390605,No Intent,unknown
Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.,No Intent,unknown
Frieden und Liebe!,goodbye,de
"In a while, crocodile!",goodbye,en
Können Sie mir das heutige Datum sagen?,get_date,de
Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.,No Intent,unknown
Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.,No Intent,unknown
All work and no play makes Jack a dull boy.,No Intent,unknown
9479025858271,No Intent,unknown
"unknown:Bis später, Alligator!",goodbye,unknown
361282566082355710,No Intent,unknown
It's great to see you!,greet,en
Can you shed some light on the date for today?,get_date,en
"So long, farewell!",goodbye,en
All work and no play makes Jack a dull boy.,No Intent,unknown
42404,No Intent,unknown
"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat.",No Intent,unknown
Darf ich nach dem heutigen Datum fragen?,get_date,de
Добрый вечер!,greet,ru
Könnten Sie das heutige Datum überprüfen und bestätigen?,get_date,de
76547760763,No Intent,unknown
"Есть ли у вас представление, какое сегодня число?",get_date,ru
What might the time be at the moment?,get_time,en
"Hallo, wie läuft dein Tag?",greet,de
All work and no play makes Jack a dull boy.,No Intent,unknown
651007231150844074,No Intent,unknown
Would you mind sharing today's date with me?,get_date,en
205840254462,No Intent,unknown
8qYPfhXlzKrPOfU9eNFbA8DqMNEGE0akrp7s5gv,No Intent,unknown
"Lorem ipsum dolor sit amet, consectetur adipiscing elit.",No Intent,unknown
"Можете ли вы рассказать мне время, пожалуйста?",get_time,ru
Можете ли вы поделиться информацией о сегодняшней дате со мной?,get_date,ru
unknown:Farewell!,goodbye,unknown
54734961015253,No Intent,unknown
Can you provide the date for today?,get_date,en
"To be or not to be, that is the question.",No Intent,unknown
pxrp1gDuZTZJ97QhJOvqlMrLLHRbaOpVUUwk1vQG6FtJ65xAcOdZTQ1PMhaJnXZqybUF5S1oFQOcn3jLpn3hVuoNC,No Intent,unknown
Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.,No Intent,unknown
The quick brown fox jumps over the lazy dog.,No Intent,unknown
RAjUpoHSpswaB12RKZJlfI9ydTK08ZBJHnywLP3H1Y8mB6xr3xJTo8t6oyYNbmZ0innsPO6rCJWjle8TUdidAuebAW,No Intent,unknown
150478225387200283,No Intent,unknown
"Не могли бы вы сказать мне, который час сейчас?",get_time,ru
773805265189,No Intent,unknown
Do you have the time handy?,get_time,en
0869552453697894,No Intent,unknown
Mind filling me in on today's date?,get_date,en
How much wood would a woodchuck chuck if a woodchuck could chuck wood?,No Intent,unknown
unknown:Hallo!,greet,unknown
708248539656127189,No Intent,unknown
Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.,No Intent,unknown
8438127982329,No Intent,unknown
Какое сегодня число по календарю?,get_date,ru
Wie spät ist es Ihrer Meinung nach?,get_time,de
796312565,No Intent,unknown
"To be or not to be, that is the question.",No Intent,unknown
Mind sharing the time with me?,get_time,en
Can you reveal today's date to me?,get_date,en
Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.,No Intent,unknown
"Lorem ipsum dolor sit amet, consectetur adipiscing elit.",No Intent,unknown
"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat.",No Intent,unknown
Bis zur Unendlichkeit und noch weiter!,goodbye,de
All work and no play makes Jack a dull boy.,No Intent,unknown
"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat.",No Intent,unknown
До следующей встречи!,goodbye,ru
935652072454502,No Intent,unknown
Сохраняйте веру!,goodbye,ru
Сохраняйте веру!,goodbye,ru
MR3m72tUhv6h11aT2NqlT2xFh1qF9uY8eRpe9VjbkcVtJldXmp32noizhTGpFICyiJiledNVTP4hSLdH6jamcgaavWnPVh,No Intent,unknown
X0OIWIpcDaSBIfI6t6Q5oPo6K4AK9T1ufdSu3C5Lo,No Intent,unknown
"Lorem ipsum dolor sit amet, consectetur adipiscing elit.",No Intent,unknown
Do you have the date handy for today?,get_date,en
Can you let me know what time it is?,get_time,en
unknown:Well met!,greet,unknown
How much wood would a woodchuck chuck if a woodchuck could chuck wood?,No Intent,unknown
Darf ich Sie nach der Uhrzeit fragen?,get_time,de
"Lorem ipsum dolor sit amet, consectetur adipiscing elit.",No Intent,unknown
Mind telling me what time it is?,get_time,en
"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat.",No Intent,unknown
Grüße!,greet,de
aAIA9AGZB6C7RVavRyN8RU9dge0HK1ZhFilOz,No Intent,unknown
She sells seashells by the seashore.,No Intent,unknown
Pass auf dich auf!,goodbye,de
67735322071210903,No Intent,unknown
vGci5zqm4uol7zR6Gjjse8ZGNTXxnEk3TXoV,No Intent,unknown
Hi there!,greet,en
"Hallo, wie geht es dir heute?",greet,de
"Lorem ipsum dolor sit amet, consectetur adipiscing elit.",No Intent,unknown
The quick brown fox jumps over the lazy dog.,No Intent,unknown
YE4UD8KxjhbFaqLjaZGjcRmXdgvmju3PjYYOe,No Intent,unknown
"Hallo, nett dich kennenzulernen!",greet,de
How much wood would a woodchuck chuck if a woodchuck could chuck wood?,No Intent,unknown
The quick brown fox jumps over the lazy dog.,No Intent,unknown
All work and no play makes Jack a dull boy.,No Intent,unknown
I1c5Ohe6IhBQnWTibKlTrJffhXgiaTYUqsDIT0Rfo3oRfBku0Im3EPH4lWf7KIQK1xZlFlL,No Intent,unknown
WMryFdhkb9ALn4ywvY5WfJS4eKWYqD6FFY24tqqvCnY3O,No Intent,unknown
Do you happen to have the time on you?,get_time,en
2820105727331311816,No Intent,unknown
Прощай!,goodbye,ru
Pass auf dich auf!,goodbye,de
58375818022904,No Intent,unknown
Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.,No Intent,unknown
87794623625494208,No Intent,unknown
"Не могли бы вы сказать мне, который час сейчас?",get_time,ru
69489164809,No Intent,unknown
0IMepNCpbS58hqZqFw5iOmkcrrs40,No Intent,unknown
unknown:Howdy!,greet,unknown
lGNOKXLRDa0TViD55RuGL8DXmbQbDKyQuVyt67ZM,No Intent,unknown
RAjUpoHSpswaB12RKZJlfI9ydTK08ZBJHnywLP3H1Y8mB6xr3xJTo8t6oyYNbmZ0innsPO6rCJWjle8TUdidAuebAW,No Intent,unknown
"Привет, что у вас нового?",greet,ru
"Не могли бы вы сказать мне, который час сейчас?",get_time,ru
"Могли бы вы проверить время для меня, пожалуйста?",get_time,ru
Bis bald!,goodbye,en
She sells seashells by the seashore.,No Intent,unknown
6115235547888,No Intent,unknown
"Hi, how's life treating you?",greet,en
627881976540568939,No Intent,unknown
tsc7LtKsi1SDgDW0Cgm79TstuohV50TbcHSkGR,No Intent,unknown
Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.,No Intent,unknown
Можете ли вы сообщить мне текущее время?,get_time,ru
"Можете ли вы, пожалуйста, предоставить мне сегодняшнюю дату?",get_date,ru
Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.,No Intent,unknown
7651575760607,No Intent,unknown
Catch you later!,goodbye,en
Take it easy!,goodbye,en
Есть ли у вас сегодняшняя дата под рукой?,get_date,ru
"Hallo, wie geht es dir?",greet,de
PH8q3BVzzzPs5yY3uELXfmoPehomxHnQJDnyeVr,No Intent,unknown
unknown:Какова сегодняшняя дата?,get_date,unknown
The quick brown fox jumps over the lazy dog.,No Intent,unknown
Could you please provide me with today's date?,get_date,en
7543145178107,No Intent,unknown
tsc7LtKsi1SDgDW0Cgm79TstuohV50TbcHSkGR,No Intent,unknown
0437284,No Intent,unknown
Was ist los?,greet,en
unknown:Как дела?,greet,unknown
OiWFfynuBrSPHT4rN5jPiNzHovsOgeek5i5O4FVSJ,No Intent,unknown
unknown:До свидания!,goodbye,unknown
Can you provide the date for today?,get_date,en
7295185456110,No Intent,unknown
Прощай!,goodbye,ru
7651575760607,No Intent,unknown
"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.",No Intent,unknown
Доброе утро!,greet,ru
56450693280387987676,No Intent,unknown
"So long, farewell!",goodbye,en
"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat.",No Intent,unknown
"Какова текущая дата, если не возражаете, чтобы я спросил?",get_date,ru
unknown:Hallo!,greet,unknown
Until we meet again!,goodbye,en
Was steht heute auf dem Kalender?,get_date,de
The quick brown fox jumps over the lazy dog.,No Intent,unknown
How much wood would a woodchuck chuck if a woodchuck could chuck wood?,No Intent,unknown
unknown:Покедова!,goodbye,unknown
"Привет, как ваш день?",greet,ru
Have a great day!,goodbye,en
All work and no play makes Jack a dull boy.,No Intent,unknown
nV2T4d3xebXPBNTjRUbiECkBkfgynIJBvcfaHgu7ectQrwvEi2dowtfzmC8uS,No Intent,unknown
Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.,No Intent,unknown
2820105727331311816,No Intent,unknown
3122088,No Intent,unknown
Could you inform me of the date today?,get_date,en
wn7qElYzq4Rkqji9tv7rEyhUyk0mNwj,No Intent,unknown
05b65s49l4tHvsMk3QDDeTMkwun72DQA0OQp8mRiU39J59kliJLql6wOyFC1SlNbhXXZ1mZ3pdX,No Intent,unknown
Keep in touch!,goodbye,en
09035171586088227893,No Intent,unknown
Can you shed some light on the date for today?,get_date,en
"Привет, приятно вас встретить!",greet,ru
56450693280387987676,No Intent,unknown
Wie sieht das Datum für heute aus?,get_date,de
Do you have a moment to tell me the time?,get_time,en
7543145178107,No Intent,unknown
"To be or not to be, that is the question.",No Intent,unknown
She sells seashells by the seashore.,No Intent,unknown
unknown:Take it sleazy!,goodbye,unknown
"To be or not to be, that is the question.",No Intent,unknown
Hbzrf91JEaKoe1uHSrXmXLV3MUIPhC2OH37gpz48z2Kkr1xsOkgvE3to3valJiNUetRdwovvzTLTu8xan8i7pYjX75Lt9j,No Intent,unknown
"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.",No Intent,unknown
64793,No Intent,unknown
8438127982329,No Intent,unknown
All work and no play makes Jack a dull boy.,No Intent,unknown
"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.",No Intent,unknown
Bis zum nächsten Mal!,goodbye,de
29996101096201189256,No Intent,unknown
"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat.",No Intent,unknown
49185320051995911618,No Intent,unknown
"Could you provide me with the current time, please?",get_time,en
3440931556388,No Intent,unknown
Оставайтесь на связи!,goodbye,ru
The quick brown fox jumps over the lazy dog.,No Intent,unknown
17855259849781866868,No Intent,unknown
Well hello there!,greet,en
"What's the time, please?",get_time,en
"Могли бы вы проверить время для меня, пожалуйста?",get_time,ru
v4404w9dcipn8J7dzNKlFrDCuiA7kadu9PQRN3vN,No Intent,unknown
k56PYHv2VCWIvlNNUvrRmL8zmHhU5Gih6kdJo0KoVYZJLKpoTKc8ipyFQ6nJ1Jk6pScNMSp6M8JgvYVbsetl,No Intent,unknown
What's the current time on your watch?,get_time,en
M9rn3WFfNpfJTBbFkhmznauKbug1isIqYtqkbQSwPO8N2rPYW7K7DEA0APchxx3sFDhsSL6lU9B4G,No Intent,unknown
eFc5pNcuXCNaS0f8vFI6SVoL1uvFzcy0QWoWT7MHm9Xi3yCB2LrUVuuHexI6VqQXZE,No Intent,unknown
"Können Sie mir sagen, welches Datum heute ist?",get_date,de
81666355457858,No Intent,unknown
Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.,No Intent,unknown
Take good care!,goodbye,en
"Извините, можно узнать, который час?",get_time,ru
She sells seashells by the seashore.,No Intent,unknown
"To be or not to be, that is the question.",No Intent,unknown
4909356103781945539,No Intent,unknown
5960107526830423404,No Intent,unknown
JaoeRImR0RcQW0jPck9bOGLNdyJ4cEGQMr1f,No Intent,unknown
4909356103781945539,No Intent,unknown
"To be or not to be, that is the question.",No Intent,unknown
"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat.",No Intent,unknown
"To be or not to be, that is the question.",No Intent,unknown
065100812226583,No Intent,unknown
"Можете ли вы рассказать мне, какая сегодня дата?",get_date,ru
33sDKilc8JGSUZk1G84ilc4DT1QhnQg4t,No Intent,unknown
Hi there!,greet,en
Can you tell me what time it is now?,get_time,en
"To be or not to be, that is the question.",No Intent,unknown
Wie geht es dir heute?,greet,de
unknown:Toodle-oo!,goodbye,unknown
nV2T4d3xebXPBNTjRUbiECkBkfgynIJBvcfaHgu7ectQrwvEi2dowtfzmC8uS,No Intent,unknown
The quick brown fox jumps over the lazy dog.,No Intent,unknown
I6zxxI6IHKbNEnOUpULh9w,No Intent,unknown
Welcher Tag des Monats ist heute?,get_date,de
"Würden Sie so freundlich sein, mir die Uhrzeit mitzuteilen?",get_time,de
Как ваши дела сегодня?,greet,ru
She sells seashells by the seashore.,No Intent,unknown
"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat.",No Intent,unknown
Увидимся позже!,goodbye,ru
Any chance you could tell me today's date?,get_date,en
Top of the morning to you!,greet,en
08996479865976504,No Intent,unknown
227856,No Intent,unknown
Bye for now!,goodbye,en
Mach's gut!,goodbye,en
"To be or not to be, that is the question.",No Intent,unknown
What's the time looking like at the moment?,get_time,en
Was ist los?,greet,en
4051166,No Intent,unknown
Haben Sie gerade die Uhrzeit parat?,get_time,de
3122088,No Intent,unknown
All work and no play makes Jack a dull boy.,No Intent,unknown
"What's the time, please?",get_time,en
"Lorem ipsum dolor sit amet, consectetur adipiscing elit.",No Intent,unknown
Wie spät ist es bitte?,get_time,de
273637953139778523,No Intent,unknown
5431973790389493,No Intent,unknown
How are things with you?,greet,en
The quick brown fox jumps over the lazy dog.,No Intent,unknown
Добрый день!,greet,ru
Could you do me a favor and check the time?,get_time,en
